wall_time,mcu_ts_ms,lat,lon,pos_east_m,pos_north_m,speed_ms,speed_kmh,heading_deg
2026-06-15T17:06:49.624,21356,-6.97567200,107.63017283,0.000,0.000,0.0041,0.01,89.99
2026-06-15T17:06:49.634,21366,-6.97567200,107.63017283,0.000,0.000,0.0082,0.03,89.99
2026-06-15T17:06:49.644,21376,-6.97567200,107.63017283,0.000,0.000,0.0116,0.04,89.98
2026-06-15T17:06:49.654,21386,-6.97567200,107.63017284,0.000,0.000,0.0151,0.05,89.98
2026-06-15T17:06:49.664,21396,-6.97567200,107.63017283,-0.000,-0.000,0.0041,0.01,89.98
2026-06-15T17:06:49.675,21406,-6.97567200,107.63017283,-0.000,0.000,0.0080,0.03,89.97
2026-06-15T17:06:49.684,21416,-6.97567200,107.63017283,-0.000,0.000,0.0110,0.04,89.97
2026-06-15T17:06:49.694,21426,-6.97567200,107.63017283,0.000,0.000,0.0143,0.05,89.96
2026-06-15T17:06:49.704,21436,-6.97567200,107.63017284,0.000,0.000,0.0182,0.07,89.96
2026-06-15T17:06:49.714,21446,-6.97567200,107.63017284,0.000,0.000,0.0226,0.08,89.96
2026-06-15T17:06:49.724,21456,-6.97567200,107.63017284,0.001,0.000,0.0259,0.09,89.95
2026-06-15T17:06:49.734,21466,-6.97567200,107.63017284,0.001,0.000,0.0292,0.10,89.95
2026-06-15T17:06:49.744,21476,-6.97567200,107.63017284,0.001,0.000,0.0325,0.12,89.94
2026-06-15T17:06:49.754,21486,-6.97567200,107.63017285,0.001,0.000,0.0362,0.13,89.94
2026-06-15T17:06:49.765,21496,-6.97567200,107.63017285,0.002,0.000,0.0392,0.14,89.94
2026-06-15T17:06:49.775,21506,-6.97567200,107.63017285,0.002,0.000,0.0424,0.15,89.93
2026-06-15T17:06:49.785,21516,-6.97567200,107.63017286,0.003,0.000,0.0464,0.17,89.93
2026-06-15T17:06:49.795,21526,-6.97567200,107.63017286,0.003,0.000,0.0506,0.18,89.92
2026-06-15T17:06:49.805,21536,-6.97567200,107.63017286,0.003,0.000,0.0542,0.20,89.92
2026-06-15T17:06:49.814,21546,-6.97567200,107.63017287,0.004,0.000,0.0575,0.21,89.91
2026-06-15T17:06:50.250,21556,-6.97567200,107.63017287,0.004,0.000,0.0613,0.22,89.91
2026-06-15T17:06:50.252,21566,-6.97567200,107.63017288,0.005,0.000,0.0649,0.23,89.91
2026-06-15T17:06:50.253,21576,-6.97567200,107.63017288,0.005,0.000,0.0685,0.25,89.90
2026-06-15T17:06:50.254,21586,-6.97567200,107.63017289,0.006,0.000,0.0718,0.26,89.90
2026-06-15T17:06:50.255,21596,-6.97567200,107.63017289,0.007,0.000,0.0757,0.27,89.90
2026-06-15T17:06:50.256,21606,-6.97567200,107.63017290,0.007,0.000,0.0799,0.29,89.89
2026-06-15T17:06:50.256,21616,-6.97567200,107.63017291,0.008,0.000,0.0840,0.30,89.89
2026-06-15T17:06:50.257,21626,-6.97567200,107.63017291,0.009,0.000,0.0876,0.32,89.88
2026-06-15T17:06:50.257,21636,-6.97567200,107.63017292,0.009,0.000,0.0915,0.33,89.88
2026-06-15T17:06:50.258,21646,-6.97567200,107.63017293,0.010,0.000,0.0949,0.34,89.87
2026-06-15T17:06:50.259,21656,-6.97567200,107.63017293,0.011,0.000,0.0983,0.35,89.87
2026-06-15T17:06:50.259,21666,-6.97567200,107.63017294,0.012,0.000,0.1013,0.36,89.87
2026-06-15T17:06:50.260,21676,-6.97567200,107.63017295,0.013,0.000,0.1050,0.38,89.86
2026-06-15T17:06:50.260,21686,-6.97567200,107.63017295,0.013,0.000,0.1088,0.39,89.86
2026-06-15T17:06:50.261,21696,-6.97567200,107.63017296,0.014,0.000,0.1129,0.41,89.85
2026-06-15T17:06:50.261,21706,-6.97567200,107.63017297,0.015,0.000,0.1164,0.42,89.85
2026-06-15T17:06:50.262,21716,-6.97567200,107.63017298,0.016,0.000,0.1202,0.43,89.84
2026-06-15T17:06:50.262,21726,-6.97567200,107.63017299,0.017,0.000,0.1232,0.44,89.84
2026-06-15T17:06:50.263,21736,-6.97567200,107.63017300,0.018,0.000,0.1269,0.46,89.84
2026-06-15T17:06:50.264,21746,-6.97567200,107.63017300,0.019,0.000,0.1303,0.47,89.83
2026-06-15T17:06:50.540,21756,-6.97567200,107.63017301,0.020,0.000,0.1336,0.48,89.83
2026-06-15T17:06:50.542,21766,-6.97567200,107.63017302,0.021,0.000,0.1371,0.49,89.82
2026-06-15T17:06:50.542,21776,-6.97567200,107.63017303,0.022,0.000,0.1413,0.51,89.82
2026-06-15T17:06:50.543,21786,-6.97567200,107.63017304,0.023,0.000,0.1454,0.52,89.81
2026-06-15T17:06:50.543,21796,-6.97567200,107.63017305,0.024,0.000,0.1488,0.54,89.81
2026-06-15T17:06:50.544,21806,-6.97567200,107.63017306,0.025,0.000,0.1520,0.55,89.81
2026-06-15T17:06:50.545,21816,-6.97567200,107.63017307,0.026,0.000,0.1556,0.56,89.80
