wall_time,mcu_ts_ms,lat,lon,pos_east_m,pos_north_m,vel_e_ms,vel_n_ms,vel_u_ms,speed_ms,speed_kmh,roll_deg,pitch_deg,yaw_deg,ax_world,ay_world,az_world,ab_fwd_ms2,ab_lat_ms2,ab_up_ms2,condition
2026-04-23T11:44:21.381,516613,-6.35878219,107.29261532,-0.001,0.016,-0.0003,0.0284,-5.6872,5.6873,20.47,-0.320,9.625,-0.840,0.0026,-0.0006,-8.6018,1.4407,0.0468,-8.4802,NORMAL
2026-04-23T11:44:21.382,516622,-6.35878219,107.29261532,-0.001,0.016,-0.0002,0.0284,-5.7645,5.7646,20.75,-0.324,9.629,-0.846,0.0027,0.0005,-8.5929,1.4400,0.0485,-8.4712,NORMAL
2026-04-23T11:44:21.382,516632,-6.35878219,107.29261532,-0.001,0.016,-0.0003,0.0283,-5.8506,5.8507,21.06,-0.328,9.635,-0.853,-0.0064,-0.0094,-8.6099,1.4350,0.0391,-8.4894,NORMAL
2026-04-23T11:44:21.382,516642,-6.35878219,107.29261532,-0.001,0.016,-0.0003,0.0283,-5.9365,5.9365,21.37,-0.329,9.644,-0.859,0.0007,0.0005,-8.5836,1.4386,0.0491,-8.4620,NORMAL
2026-04-23T11:44:21.382,516653,-6.35878218,107.29261532,-0.001,0.017,-0.0003,0.0283,-6.0312,6.0313,21.71,-0.327,9.657,-0.865,0.0014,0.0014,-8.6131,1.4462,0.0499,-8.4907,NORMAL
2026-04-23T11:44:21.382,516662,-6.35878218,107.29261532,-0.001,0.017,-0.0003,0.0283,-6.1085,6.1086,21.99,-0.327,9.669,-0.871,-0.0019,-0.0003,-8.5915,1.4411,0.0480,-8.4696,NORMAL
2026-04-23T11:44:21.384,516673,-6.35878218,107.29261532,-0.001,0.017,-0.0003,0.0283,-6.2030,6.2031,22.33,-0.319,9.685,-0.877,0.0042,0.0016,-8.5872,1.4488,0.0488,-8.4640,NORMAL
2026-04-23T11:44:21.395,516683,-6.35878217,107.29261532,-0.001,0.018,-0.0003,0.0283,-6.2891,6.2892,22.64,-0.316,9.698,-0.882,-0.0024,0.0010,-8.6111,1.4482,0.0478,-8.4883,NORMAL
2026-04-23T11:44:21.405,516693,-6.35878217,107.29261532,-0.001,0.018,-0.0003,0.0283,-6.3750,6.3751,22.95,-0.315,9.710,-0.889,-0.0010,-0.0031,-8.5927,1.4482,0.0434,-8.4697,NORMAL
2026-04-23T11:44:21.415,516702,-6.35878217,107.29261532,-0.001,0.018,-0.0003,0.0284,-6.4525,6.4525,23.23,-0.313,9.716,-0.893,0.0034,0.0051,-8.6031,1.4551,0.0515,-8.4790,NORMAL
2026-04-23T11:44:21.424,516713,-6.35878217,107.29261532,-0.001,0.018,-0.0003,0.0284,-6.5470,6.5471,23.57,-0.315,9.723,-0.900,-0.0007,0.0038,-8.5942,1.4507,0.0504,-8.4707,NORMAL
2026-04-23T11:44:21.434,516723,-6.35878216,107.29261532,-0.001,0.019,-0.0003,0.0284,-6.6330,6.6330,23.88,-0.315,9.729,-0.906,-0.0003,-0.0028,-8.5980,1.4527,0.0438,-8.4742,NORMAL
2026-04-23T11:44:21.548,516733,-6.35878216,107.29261532,-0.001,0.019,-0.0003,0.0284,-6.7189,6.7190,24.19,-0.317,9.733,-0.912,-0.0023,0.0056,-8.5934,1.4505,0.0524,-8.4699,NORMAL
2026-04-23T11:44:21.549,516743,-6.35878216,107.29261532,-0.001,0.019,-0.0003,0.0285,-6.8048,6.8049,24.50,-0.315,9.740,-0.917,0.0030,0.0060,-8.5896,1.4560,0.0526,-8.4651,NORMAL
2026-04-23T11:44:21.549,516752,-6.35878216,107.29261532,-0.001,0.020,-0.0003,0.0285,-6.8822,6.8823,24.78,-0.316,9.746,-0.922,-0.0015,0.0030,-8.6017,1.4546,0.0498,-8.4776,NORMAL
2026-04-23T11:44:21.549,516763,-6.35878215,107.29261532,-0.001,0.020,-0.0003,0.0285,-6.9766,6.9766,25.12,-0.317,9.754,-0.928,0.0016,0.0036,-8.5791,1.4549,0.0504,-8.4547,NORMAL
2026-04-23T11:44:21.549,516772,-6.35878215,107.29261532,-0.001,0.020,-0.0002,0.0286,-7.0540,7.0540,25.39,-0.314,9.758,-0.932,0.0067,0.0066,-8.5978,1.4637,0.0532,-8.4722,NORMAL
2026-04-23T11:44:21.549,516783,-6.35878215,107.29261532,-0.001,0.020,-0.0002,0.0287,-7.1486,7.1486,25.73,-0.318,9.761,-0.936,-0.0013,0.0055,-8.5987,1.4565,0.0526,-8.4743,NORMAL
2026-04-23T11:44:21.550,516793,-6.35878215,107.29261532,-0.001,0.021,-0.0002,0.0287,-7.2345,7.2345,26.04,-0.320,9.762,-0.941,0.0040,0.0031,-8.5936,1.4610,0.0505,-8.4684,NORMAL
2026-04-23T11:44:21.550,516802,-6.35878214,107.29261532,-0.001,0.021,-0.0002,0.0288,-7.3119,7.3119,26.32,-0.323,9.763,-0.945,0.0041,0.0092,-8.5976,1.4618,0.0571,-8.4723,NORMAL
2026-04-23T11:44:21.550,516813,-6.35878214,107.29261532,-0.001,0.021,-0.0001,0.0288,-7.4064,7.4065,26.66,-0.327,9.765,-0.951,0.0016,0.0059,-8.5937,1.4591,0.0543,-8.4688,NORMAL
2026-04-23T11:44:21.550,516822,-6.35878214,107.29261532,-0.001,0.022,-0.0001,0.0289,-7.4837,7.4838,26.94,-0.329,9.769,-0.955,0.0046,0.0084,-8.5942,1.4626,0.0571,-8.4687,NORMAL
2026-04-23T11:44:21.550,516832,-6.35878214,107.29261532,-0.001,0.022,-0.0001,0.0290,-7.5697,7.5697,27.25,-0.329,9.776,-0.960,0.0031,0.0104,-8.5927,1.4619,0.0590,-8.4672,NORMAL
2026-04-23T11:44:21.555,516843,-6.35878213,107.29261532,-0.001,0.022,-0.0000,0.0291,-7.6642,7.6643,27.59,-0.325,9.787,-0.966,0.0050,0.0080,-8.5970,1.4662,0.0562,-8.4708,NORMAL
2026-04-23T11:44:21.564,516852,-6.35878213,107.29261532,-0.001,0.022,0.0000,0.0292,-7.7415,7.7416,27.87,-0.322,9.798,-0.971,0.0037,0.0105,-8.5875,1.4649,0.0581,-8.4615,NORMAL
2026-04-23T11:44:21.575,516863,-6.35878213,107.29261532,-0.001,0.023,0.0001,0.0293,-7.8361,7.8362,28.21,-0.318,9.812,-0.976,0.0077,0.0122,-8.5993,1.4728,0.0593,-8.4721,NORMAL
2026-04-23T11:44:21.585,516872,-6.35878213,107.29261532,-0.001,0.023,0.0001,0.0294,-7.9135,7.9136,28.49,-0.317,9.821,-0.981,0.0023,0.0091,-8.6023,1.4695,0.0560,-8.4757,NORMAL
2026-04-23T11:44:21.594,516882,-6.35878212,107.29261532,-0.001,0.023,0.0001,0.0295,-7.9996,7.9996,28.80,-0.317,9.828,-0.987,0.0009,0.0064,-8.6040,1.4695,0.0533,-8.4774,NORMAL
2026-04-23T11:44:21.605,516892,-6.35878212,107.29261532,-0.001,0.024,0.0002,0.0296,-8.0855,8.0856,29.11,-0.319,9.833,-0.992,0.0070,0.0128,-8.5929,1.4741,0.0600,-8.4653,NORMAL
2026-04-23T11:44:21.615,516903,-6.35878212,107.29261532,-0.001,0.024,0.0002,0.0297,-8.1801,8.1802,29.45,-0.321,9.838,-0.998,0.0052,0.0060,-8.6008,1.4746,0.0536,-8.4732,NORMAL
2026-04-23T11:44:21.624,516913,-6.35878212,107.29261532,-0.001,0.024,0.0003,0.0297,-8.2662,8.2662,29.76,-0.325,9.842,-1.003,0.0022,0.0068,-8.6052,1.4730,0.0549,-8.4780,NORMAL
2026-04-23T11:44:21.634,516923,-6.35878211,107.29261532,-0.001,0.025,0.0003,0.0298,-8.3521,8.3521,30.07,-0.329,9.847,-1.010,0.0070,0.0086,-8.5887,1.4756,0.0573,-8.4608,NORMAL
2026-04-23T11:44:21.752,516933,-6.35878211,107.29261532,-0.001,0.025,0.0004,0.0300,-8.4381,8.4382,30.38,-0.332,9.852,-1.015,0.0065,0.0137,-8.6057,1.4786,0.0630,-8.4775,NORMAL
2026-04-23T11:44:21.753,516943,-6.35878211,107.29261532,-0.001,0.025,0.0005,0.0301,-8.5240,8.5241,30.69,-0.337,9.856,-1.021,0.0069,0.0117,-8.5906,1.4771,0.0616,-8.4624,NORMAL
2026-04-23T11:44:21.753,516953,-6.35878210,107.29261532,-0.001,0.025,0.0006,0.0302,-8.6100,8.6100,31.00,-0.340,9.861,-1.027,0.0091,0.0075,-8.5964,1.4810,0.0579,-8.4677,NORMAL
2026-04-23T11:44:21.753,516962,-6.35878210,107.29261532,-0.001,0.026,0.0006,0.0303,-8.6874,8.6874,31.27,-0.345,9.862,-1.033,0.0074,0.0111,-8.5969,1.4796,0.0622,-8.4684,NORMAL
2026-04-23T11:44:21.753,516973,-6.35878210,107.29261532,-0.001,0.026,0.0007,0.0303,-8.7819,8.7820,31.62,-0.351,9.862,-1.040,0.0104,0.0048,-8.5961,1.4825,0.0569,-8.4671,NORMAL
2026-04-23T11:44:21.754,516983,-6.35878210,107.29261532,-0.001,0.026,0.0008,0.0304,-8.8679,8.8680,31.92,-0.359,9.859,-1.045,0.0051,0.0058,-8.6019,1.4778,0.0590,-8.4738,NORMAL
2026-04-23T11:44:21.754,516992,-6.35878209,107.29261532,-0.001,0.027,0.0009,0.0305,-8.9452,8.9453,32.20,-0.367,9.857,-1.050,0.0094,0.0096,-8.5863,1.4790,0.0640,-8.4577,NORMAL
2026-04-23T11:44:21.754,517003,-6.35878209,107.29261532,-0.001,0.027,0.0009,0.0305,-9.0399,9.0399,32.54,-0.373,9.858,-1.055,0.0065,0.0063,-8.6071,1.4799,0.0616,-8.4787,NORMAL
2026-04-23T11:44:21.755,517012,-6.35878393,107.29261518,-0.017,-0.177,-0.0207,-0.1255,-6.7684,6.7696,24.37,1.339,9.147,-0.772,-0.0147,-0.0381,-8.3079,1.3066,-0.2299,-8.2013,NORMAL
2026-04-23T11:44:21.755,517022,-6.35878394,107.29261518,-0.017,-0.179,-0.0209,-0.1259,-6.8515,6.8527,24.67,1.340,9.154,-0.777,-0.0135,-0.0418,-8.3178,1.3105,-0.2341,-8.2107,NORMAL
2026-04-23T11:44:21.756,517033,-6.35878395,107.29261518,-0.017,-0.180,-0.0210,-0.1263,-6.9430,6.9442,25.00,1.340,9.163,-0.781,-0.0140,-0.0350,-8.3185,1.3113,-0.2273,-8.2114,NORMAL
2026-04-23T11:44:21.756,517043,-6.35878396,107.29261517,-0.017,-0.181,-0.0211,-0.1267,-7.0261,7.0272,25.30,1.341,9.174,-0.787,-0.0093,-0.0398,-8.3027,1.3151,-0.2318,-8.1947,NORMAL
2026-04-23T11:44:21.765,517052,-6.35878397,107.29261517,-0.018,-0.183,-0.0212,-0.1271,-7.1011,7.1022,25.57,1.344,9.183,-0.791,-0.0128,-0.0418,-8.3323,1.3176,-0.2349,-8.2243,NORMAL
2026-04-23T11:44:21.775,517063,-6.35878399,107.29261517,-0.018,-0.184,-0.0214,-0.1275,-7.1925,7.1937,25.90,1.340,9.191,-0.796,-0.0164,-0.0401,-8.3161,1.3127,-0.2324,-8.2087,NORMAL
2026-04-23T11:44:21.784,517073,-6.35878400,107.29261517,-0.018,-0.185,-0.0216,-0.1280,-7.2758,7.2769,26.20,1.339,9.194,-0.801,-0.0164,-0.0465,-8.3252,1.3147,-0.2388,-8.2174,NORMAL
2026-04-23T11:44:21.794,517083,-6.35878401,107.29261517,-0.018,-0.186,-0.0217,-0.1284,-7.3590,7.3601,26.50,1.335,9.195,-0.804,-0.0156,-0.0409,-8.3207,1.3147,-0.2325,-8.2130,NORMAL
2026-04-23T11:44:21.805,517092,-6.35878402,107.29261517,-0.019,-0.188,-0.0218,-0.1287,-7.4339,7.4351,26.77,1.332,9.195,-0.808,-0.0108,-0.0388,-8.3266,1.3204,-0.2300,-8.2181,NORMAL
2026-04-23T11:44:21.815,517103,-6.35878403,107.29261516,-0.019,-0.189,-0.0220,-0.1292,-7.5255,7.5267,27.10,1.326,9.198,-0.813,-0.0173,-0.0446,-8.3284,1.3147,-0.2351,-8.2208,NORMAL
2026-04-23T11:44:21.825,517113,-6.35878404,107.29261516,-0.019,-0.190,-0.0222,-0.1297,-7.6086,7.6098,27.40,1.322,9.202,-0.817,-0.0146,-0.0413,-8.3077,1.3147,-0.2308,-8.1999,NORMAL
2026-04-23T11:44:21.834,517122,-6.35878406,107.29261516,-0.019,-0.192,-0.0223,-0.1300,-7.6836,7.6848,27.67,1.321,9.204,-0.821,-0.0111,-0.0434,-8.3338,1.3227,-0.2332,-8.2250,NORMAL
2026-04-23T11:44:21.948,517133,-6.35878407,107.29261516,-0.019,-0.193,-0.0224,-0.1304,-7.7750,7.7762,27.99,1.315,9.210,-0.826,-0.0104,-0.0365,-8.3097,1.3202,-0.2250,-8.2012,NORMAL
2026-04-23T11:44:21.948,517143,-6.35878408,107.29261516,-0.020,-0.194,-0.0225,-0.1309,-7.8583,7.8594,28.29,1.315,9.214,-0.830,-0.0104,-0.0409,-8.3234,1.3231,-0.2296,-8.2145,NORMAL
2026-04-23T11:44:21.948,517152,-6.35878409,107.29261515,-0.020,-0.195,-0.0226,-0.1313,-7.9333,7.9344,28.56,1.312,9.217,-0.834,-0.0148,-0.0449,-8.3329,1.3208,-0.2335,-8.2244,NORMAL
2026-04-23T11:44:21.948,517162,-6.35878410,107.29261515,-0.020,-0.197,-0.0227,-0.1316,-8.0165,8.0176,28.86,1.311,9.220,-0.839,-0.0080,-0.0377,-8.3207,1.3258,-0.2257,-8.2114,NORMAL
2026-04-23T11:44:21.949,517173,-6.35878412,107.29261515,-0.020,-0.198,-0.0228,-0.1321,-8.1080,8.1091,29.19,1.306,9.220,-0.844,-0.0083,-0.0402,-8.3240,1.3261,-0.2276,-8.2146,NORMAL
2026-04-23T11:44:21.949,517183,-6.35878413,107.29261515,-0.021,-0.200,-0.0229,-0.1325,-8.1913,8.1924,29.49,1.304,9.224,-0.850,-0.0098,-0.0457,-8.3224,1.3251,-0.2328,-8.2130,NORMAL
2026-04-23T11:44:21.949,517193,-6.35878414,107.29261514,-0.021,-0.201,-0.0230,-0.1329,-8.2745,8.2756,29.79,1.301,9.227,-0.856,-0.0097,-0.0353,-8.3265,1.3260,-0.2221,-8.2174,NORMAL
2026-04-23T11:44:21.949,517202,-6.35878415,107.29261514,-0.021,-0.202,-0.0231,-0.1332,-8.3494,8.3505,30.06,1.301,9.234,-0.861,-0.0103,-0.0372,-8.3156,1.3249,-0.2238,-8.2064,NORMAL
2026-04-23T11:44:21.949,517213,-6.35878416,107.29261514,-0.021,-0.204,-0.0232,-0.1336,-8.4409,8.4420,30.39,1.305,9.248,-0.868,-0.0076,-0.0366,-8.3184,1.3298,-0.2237,-8.2085,NORMAL
2026-04-23T11:44:21.950,517222,-6.35878417,107.29261514,-0.021,-0.205,-0.0233,-0.1340,-8.5157,8.5168,30.66,1.308,9.260,-0.873,-0.0131,-0.0389,-8.3143,1.3255,-0.2265,-8.2050,NORMAL
2026-04-23T11:44:21.950,517233,-6.35878419,107.29261514,-0.022,-0.206,-0.0233,-0.1343,-8.6072,8.6083,30.99,1.318,9.277,-0.877,-0.0041,-0.0310,-8.3227,1.3381,-0.2200,-8.2115,NORMAL
2026-04-23T11:44:21.954,517243,-6.35878420,107.29261513,-0.022,-0.208,-0.0234,-0.1346,-8.6905,8.6915,31.29,1.322,9.291,-0.883,-0.0102,-0.0311,-8.3204,1.3337,-0.2207,-8.2099,NORMAL
2026-04-23T11:44:21.965,517252,-6.35878421,107.29261513,-0.022,-0.209,-0.0236,-0.1350,-8.7654,8.7665,31.56,1.328,9.303,-0.888,-0.0144,-0.0410,-8.3258,1.3323,-0.2317,-8.2154,NORMAL
2026-04-23T11:44:21.975,517263,-6.35878422,107.29261513,-0.022,-0.210,-0.0237,-0.1353,-8.8569,8.8579,31.89,1.333,9.315,-0.892,-0.0088,-0.0281,-8.3160,1.3378,-0.2192,-8.2048,NORMAL
2026-04-23T11:44:21.985,517273,-6.35878424,107.29261513,-0.023,-0.212,-0.0238,-0.1356,-8.9401,8.9411,32.19,1.337,9.327,-0.897,-0.0136,-0.0348,-8.3208,1.3356,-0.2266,-8.2098,NORMAL
2026-04-23T11:44:21.994,517283,-6.35878425,107.29261513,-0.023,-0.213,-0.0239,-0.1360,-9.0233,9.0243,32.49,1.340,9.338,-0.901,-0.0120,-0.0339,-8.3217,1.3390,-0.2262,-8.2102,NORMAL
2026-04-23T11:44:22.004,517292,-6.35878426,107.29261512,-0.023,-0.214,-0.0240,-0.1362,-9.0981,9.0991,32.76,1.343,9.348,-0.905,-0.0098,-0.0258,-8.3089,1.3403,-0.2181,-8.1973,NORMAL
2026-04-23T11:44:22.015,517303,-6.35878427,107.29261512,-0.023,-0.216,-0.0242,-0.1365,-9.1897,9.1907,33.09,1.346,9.359,-0.910,-0.0123,-0.0299,-8.3304,1.3430,-0.2232,-8.2184,NORMAL
2026-04-23T11:44:22.024,517313,-6.35878428,107.29261512,-0.024,-0.217,-0.0243,-0.1368,-9.2728,9.2738,33.39,1.346,9.368,-0.913,-0.0105,-0.0295,-8.3088,1.3426,-0.2222,-8.1967,NORMAL
2026-04-23T11:44:22.035,517323,-6.35878430,107.29261512,-0.024,-0.218,-0.0244,-0.1372,-9.3560,9.3570,33.69,1.347,9.373,-0.917,-0.0118,-0.0338,-8.3211,1.3441,-0.2270,-8.2088,NORMAL
2026-04-23T11:44:22.149,517333,-6.35878477,107.29261534,0.000,-0.271,-0.0128,-0.1619,-9.4367,9.4381,33.98,1.468,9.435,-0.897,-0.0061,-0.0332,-8.3259,1.3594,-0.2437,-8.2106,NORMAL
2026-04-23T11:44:22.150,517343,-6.35878512,107.29261550,0.018,-0.310,-0.0043,-0.1799,-9.5173,9.5190,34.27,1.550,9.477,-0.884,-0.0078,-0.0376,-8.3259,1.3638,-0.2599,-8.2095,NORMAL
2026-04-23T11:44:22.150,517353,-6.35878514,107.29261550,0.018,-0.312,-0.0044,-0.1804,-9.6006,9.6023,34.57,1.540,9.467,-0.888,-0.0070,-0.0447,-8.3266,1.3632,-0.2656,-8.2101,NORMAL
2026-04-23T11:44:22.150,517363,-6.35878515,107.29261550,0.018,-0.313,-0.0044,-0.1808,-9.6837,9.6854,34.87,1.527,9.454,-0.893,-0.0006,-0.0380,-8.3136,1.3655,-0.2565,-8.1968,NORMAL
2026-04-23T11:44:22.150,517372,-6.35878517,107.29261550,0.018,-0.315,-0.0044,-0.1812,-9.7587,9.7604,35.14,1.514,9.441,-0.897,-0.0069,-0.0455,-8.3349,1.3611,-0.2629,-8.2190,NORMAL
2026-04-23T11:44:22.151,517382,-6.35878518,107.29261550,0.018,-0.317,-0.0045,-0.1816,-9.8418,9.8435,35.44,1.500,9.428,-0.902,-0.0021,-0.0418,-8.3092,1.3596,-0.2564,-8.1933,NORMAL
2026-04-23T11:44:22.151,517393,-6.35878520,107.29261550,0.018,-0.319,-0.0045,-0.1821,-9.9334,9.9350,35.77,1.490,9.416,-0.907,-0.0021,-0.0422,-8.3206,1.3598,-0.2557,-8.2049,NORMAL
2026-04-23T11:44:22.151,517403,-6.35878522,107.29261550,0.018,-0.321,-0.0045,-0.1825,-10.0167,10.0183,36.07,1.480,9.408,-0.912,-0.0021,-0.0425,-8.3293,1.3602,-0.2548,-8.2137,NORMAL
2026-04-23T11:44:22.151,517412,-6.35878523,107.29261550,0.018,-0.322,-0.0045,-0.1829,-10.0914,10.0930,36.33,1.473,9.406,-0.915,0.0027,-0.0409,-8.3033,1.3603,-0.2514,-8.1874,NORMAL
2026-04-23T11:44:22.152,517423,-6.35878525,107.29261550,0.018,-0.324,-0.0045,-0.1834,-10.1830,10.1847,36.66,1.468,9.404,-0.920,-0.0044,-0.0486,-8.3319,1.3578,-0.2592,-8.2165,NORMAL
2026-04-23T11:44:22.152,517433,-6.35878527,107.29261549,0.018,-0.326,-0.0045,-0.1839,-10.2662,10.2679,36.96,1.463,9.404,-0.925,-0.0005,-0.0469,-8.3206,1.3598,-0.2566,-8.2048,NORMAL
2026-04-23T11:44:22.154,517442,-6.35878528,107.29261549,0.018,-0.328,-0.0045,-0.1842,-10.3412,10.3428,37.23,1.461,9.405,-0.929,0.0030,-0.0427,-8.3255,1.3641,-0.2519,-8.2092,NORMAL
2026-04-23T11:44:22.165,517452,-6.35878530,107.29261549,0.018,-0.330,-0.0045,-0.1847,-10.4244,10.4260,37.53,1.456,9.409,-0.934,-0.0041,-0.0467,-8.3207,1.3569,-0.2554,-8.2055,NORMAL
2026-04-23T11:44:22.175,517463,-6.35878532,107.29261549,0.018,-0.332,-0.0046,-0.1852,-10.5159,10.5175,37.86,1.456,9.418,-0.939,-0.0049,-0.0481,-8.3206,1.3575,-0.2568,-8.2052,NORMAL
2026-04-23T11:44:22.185,517473,-6.35878533,107.29261549,0.018,-0.334,-0.0046,-0.1857,-10.5991,10.6007,38.16,1.457,9.428,-0.944,-0.0038,-0.0438,-8.3203,1.3599,-0.2526,-8.2047,NORMAL
2026-04-23T11:44:22.195,517483,-6.35878535,107.29261549,0.018,-0.335,-0.0046,-0.1861,-10.6823,10.6839,38.46,1.463,9.445,-0.950,0.0018,-0.0432,-8.3164,1.3672,-0.2526,-8.1995,NORMAL
2026-04-23T11:44:22.205,517493,-6.35878537,107.29261549,0.018,-0.337,-0.0047,-0.1866,-10.7655,10.7672,38.76,1.470,9.463,-0.955,-0.0098,-0.0494,-8.3273,1.3603,-0.2604,-8.2114,NORMAL
2026-04-23T11:44:22.215,517503,-6.35878538,107.29261549,0.018,-0.339,-0.0048,-0.1870,-10.8486,10.8502,39.06,1.479,9.484,-0.961,-0.0027,-0.0415,-8.3066,1.3667,-0.2531,-8.1896,NORMAL
2026-04-23T11:44:22.225,517513,-6.35877419,107.29261589,0.062,0.906,0.0281,0.7158,-8.4358,8.4661,30.48,-9.705,9.559,-2.905,0.0136,0.3286,-7.9435,1.3161,1.6447,-7.6661,NORMAL
2026-04-23T11:44:22.235,517523,-6.35877412,107.29261590,0.062,0.913,0.0281,0.7189,-8.5153,8.5456,30.76,-9.703,9.576,-2.914,0.0040,0.3181,-7.9510,1.3107,1.6350,-7.6764,NORMAL
2026-04-23T11:44:22.351,517533,-6.35877406,107.29261590,0.063,0.920,0.0283,0.7222,-8.5947,8.6251,31.05,-9.704,9.591,-2.923,0.0127,0.3278,-7.9467,1.3200,1.6442,-7.6689,NORMAL
2026-04-23T11:44:22.351,517543,-6.35877399,107.29261590,0.063,0.927,0.0283,0.7254,-8.6740,8.7044,31.34,-9.709,9.601,-2.932,0.0014,0.3202,-7.9281,1.3075,1.6340,-7.6536,NORMAL
2026-04-23T11:44:22.351,517552,-6.35877394,107.29261590,0.063,0.934,0.0283,0.7283,-8.7455,8.7758,31.59,-9.709,9.606,-2.938,0.0015,0.3182,-7.9368,1.3099,1.6335,-7.6622,NORMAL
2026-04-23T11:44:22.352,517563,-6.35877386,107.29261591,0.064,0.942,0.0284,0.7319,-8.8330,8.8633,31.91,-9.711,9.608,-2.943,0.0135,0.3310,-7.9538,1.3240,1.6494,-7.6746,NORMAL
2026-04-23T11:44:22.352,517572,-6.35877380,107.29261591,0.064,0.948,0.0285,0.7349,-8.9043,8.9346,32.16,-9.718,9.611,-2.950,0.0065,0.3288,-7.9253,1.3129,1.6432,-7.6482,NORMAL
2026-04-23T11:44:22.352,517583,-6.35877373,107.29261591,0.064,0.956,0.0286,0.7384,-8.9916,9.0219,32.48,-9.721,9.616,-2.957,0.0078,0.3194,-7.9345,1.3168,1.6359,-7.6582,NORMAL
2026-04-23T11:44:22.353,517592,-6.35877367,107.29261592,0.064,0.963,0.0286,0.7413,-9.0630,9.0933,32.74,-9.725,9.616,-2.961,0.0071,0.3277,-7.9342,1.3158,1.6446,-7.6566,NORMAL
2026-04-23T11:44:22.353,517603,-6.35877360,107.29261592,0.065,0.971,0.0288,0.7450,-9.1502,9.1806,33.05,-9.728,9.619,-2.967,0.0165,0.3322,-7.9334,1.3250,1.6496,-7.6533,NORMAL
2026-04-23T11:44:22.353,517612,-6.35877354,107.29261592,0.065,0.978,0.0289,0.7479,-9.2217,9.2520,33.31,-9.735,9.621,-2.972,0.0062,0.3249,-7.9369,1.3160,1.6435,-7.6594,NORMAL
2026-04-23T11:44:22.354,517622,-6.35877347,107.29261592,0.065,0.986,0.0289,0.7511,-9.3011,9.3314,33.59,-9.740,9.620,-2.978,0.0063,0.3199,-7.9423,1.3171,1.6403,-7.6654,NORMAL
2026-04-23T11:44:22.354,517633,-6.35877340,107.29261593,0.066,0.994,0.0291,0.7548,-9.3884,9.4187,33.91,-9.746,9.616,-2.983,0.0196,0.3347,-7.9336,1.3274,1.6544,-7.6521,NORMAL
2026-04-23T11:44:22.355,517642,-6.35877333,107.29261593,0.066,1.001,0.0292,0.7577,-9.4597,9.4901,34.16,-9.754,9.615,-2.988,0.0065,0.3221,-7.9307,1.3145,1.6424,-7.6534,NORMAL
2026-04-23T11:44:22.365,517653,-6.35877326,107.29261593,0.066,1.009,0.0293,0.7611,-9.5471,9.5775,34.48,-9.760,9.613,-2.993,0.0071,0.3144,-7.9466,1.3179,1.6383,-7.6699,NORMAL
2026-04-23T11:44:22.374,517663,-6.35877319,107.29261593,0.066,1.017,0.0295,0.7645,-9.6264,9.6567,34.76,-9.766,9.612,-2.999,0.0194,0.3387,-7.9242,1.3247,1.6596,-7.6419,NORMAL
2026-04-23T11:44:22.385,517672,-6.35877313,107.29261594,0.067,1.023,0.0296,0.7675,-9.6978,9.7282,35.02,-9.770,9.614,-3.004,0.0107,0.3266,-7.9387,1.3195,1.6504,-7.6593,NORMAL
2026-04-23T11:44:22.395,517682,-6.35877306,107.29261594,0.067,1.031,0.0297,0.7707,-9.7772,9.8076,35.31,-9.774,9.618,-3.010,0.0097,0.3231,-7.9369,1.3190,1.6471,-7.6581,NORMAL
2026-04-23T11:44:22.405,517693,-6.35877298,107.29261594,0.067,1.040,0.0298,0.7744,-9.8644,9.8948,35.62,-9.776,9.626,-3.017,0.0146,0.3345,-7.9281,1.3227,1.6571,-7.6466,NORMAL
2026-04-23T11:44:22.415,517703,-6.35877291,107.29261594,0.068,1.047,0.0300,0.7777,-9.9439,9.9743,35.91,-9.776,9.631,-3.023,0.0194,0.3291,-7.9473,1.3317,1.6553,-7.6652,NORMAL
2026-04-23T11:44:22.424,517712,-6.35877285,107.29261595,0.068,1.054,0.0301,0.7806,-10.0153,10.0457,36.16,-9.780,9.636,-3.029,0.0100,0.3246,-7.9368,1.3215,1.6493,-7.6572,NORMAL
2026-04-23T11:44:22.434,517723,-6.35877277,107.29261595,0.068,1.063,0.0303,0.7841,-10.1027,10.1332,36.48,-9.784,9.638,-3.036,0.0130,0.3233,-7.9474,1.3265,1.6505,-7.6670,NORMAL
2026-04-23T11:44:22.574,517733,-6.35877270,107.29261595,0.068,1.071,0.0304,0.7875,-10.1821,10.2125,36.77,-9.790,9.642,-3.043,0.0196,0.3321,-7.9355,1.3310,1.6581,-7.6526,NORMAL
2026-04-23T11:44:22.575,517742,-6.35877264,107.29261596,0.069,1.078,0.0305,0.7903,-10.2536,10.2841,37.02,-9.795,9.645,-3.049,0.0091,0.3176,-7.9500,1.3243,1.6466,-7.6706,NORMAL
2026-04-23T11:44:22.575,517753,-6.35877256,107.29261596,0.069,1.087,0.0307,0.7940,-10.3409,10.3714,37.34,-9.799,9.649,-3.057,0.0170,0.3328,-7.9321,1.3287,1.6593,-7.6492,NORMAL
2026-04-23T11:44:22.575,517763,-6.35877249,107.29261596,0.069,1.095,0.0309,0.7973,-10.4204,10.4509,37.62,-9.800,9.657,-3.063,0.0218,0.3340,-7.9459,1.3367,1.6629,-7.6614,NORMAL
