wall_time,frame_type,mcu_ts_ms,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,gps_lat,gps_lon,gps_speed_kmh,hdop,satellites,fix_valid,obd_speed_kmh,lora_node,lora_lat,lora_lon,lora_speed_kmh,lora_alert,lora_rssi_dbm,lora_snr_db
2026-04-23T13:17:46.147,IMU,50440,0.12841796875,-0.1826171875,0.9482421875,-0.006391586735844612,0.00532632227987051,-0.009853696450591087,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50450,0.124755859375,-0.169677734375,0.964599609375,0.006391586735844612,0.013315805234014988,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50459,0.122314453125,-0.166259765625,0.97509765625,0.0002663161139935255,0.009587380103766918,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50469,0.133544921875,-0.178466796875,0.95263671875,-0.005060005933046341,0.006657902617007494,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50480,0.124267578125,-0.169921875,0.962646484375,-0.0,0.015180017799139023,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50489,0.125244140625,-0.169921875,0.970703125,-0.0018642127979546785,0.007190534844994545,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50500,0.132568359375,-0.1748046875,0.95703125,-0.003195793367922306,0.00905474741011858,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50509,0.126220703125,-0.173583984375,0.961669921875,-0.0013315805699676275,0.012783173471689224,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50519,0.126953125,-0.16796875,0.96630859375,-0.0,0.009321063756942749,-0.010120011866092682,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50530,0.13037109375,-0.17236328125,0.957275390625,-0.000532632227987051,0.009321063756942749,-0.009587380103766918,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50540,0.127197265625,-0.173583984375,0.958740234375,-0.0034621094819158316,0.012783173471689224,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50549,0.124755859375,-0.168701171875,0.963134765625,-0.002130528911948204,0.010386328212916851,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50559,0.134765625,-0.173828125,0.957763671875,-0.0034621094819158316,0.00532632227987051,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50570,0.1279296875,-0.168701171875,0.959716796875,-0.0013315805699676275,0.013049488887190819,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50579,0.126220703125,-0.171142578125,0.9619140625,-0.0023968450259417295,0.010120011866092682,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50590,0.134765625,-0.17333984375,0.95703125,-0.002130528911948204,0.007723167072981596,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50600,0.1259765625,-0.166259765625,0.969970703125,-0.001065264455974102,0.012516857124865055,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.147,IMU,50609,0.1298828125,-0.174072265625,0.959228515625,-0.002663161139935255,0.007190534844994545,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.149,IMU,50620,0.130615234375,-0.171630859375,0.962646484375,-0.000532632227987051,0.009853696450591087,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.159,IMU,50629,0.12548828125,-0.16845703125,0.973876953125,-0.001597896683961153,0.011185276322066784,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.169,IMU,50640,0.131103515625,-0.177001953125,0.959716796875,-0.003728425595909357,0.006924218963831663,-0.010120011866092682,,,,,,,,,,,,,,
2026-04-23T13:17:46.175,OBD,50646,,,,,,,,,,,,,0,,,,,,,
2026-04-23T13:17:46.179,IMU,50650,0.123291015625,-0.171630859375,0.963134765625,-0.0007989483419805765,0.012783173471689224,-0.011984225362539291,,,,,,,,,,,,,,
2026-04-23T13:17:46.189,IMU,50660,0.126708984375,-0.17138671875,0.969970703125,-0.0007989483419805765,0.008788431994616985,-0.013315805234014988,,,,,,,,,,,,,,
2026-04-23T13:17:46.199,IMU,50670,0.127197265625,-0.1728515625,0.96240234375,-0.003195793367922306,0.011451592668890953,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.209,IMU,50679,0.125,-0.174560546875,0.962158203125,-0.0007989483419805765,0.011717909015715122,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.219,IMU,50690,0.12939453125,-0.17578125,0.96630859375,0.0023968450259417295,0.007723167072981596,-0.009853696450591087,,,,,,,,,,,,,,
2026-04-23T13:17:46.229,IMU,50699,0.124755859375,-0.169921875,0.966064453125,0.004793690051883459,0.012783173471689224,-0.007456851191818714,,,,,,,,,,,,,,
2026-04-23T13:17:46.239,IMU,50710,0.123779296875,-0.17919921875,0.964111328125,-0.001065264455974102,0.012516857124865055,-0.007190534844994545,,,,,,,,,,,,,,
2026-04-23T13:17:46.249,IMU,50719,0.124755859375,-0.174560546875,0.964599609375,-0.001065264455974102,0.010120011866092682,-0.008255799300968647,,,,,,,,,,,,,,
2026-04-23T13:17:46.258,IMU,50730,0.126708984375,-0.17333984375,0.968505859375,0.002130528911948204,0.004793690051883459,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.269,IMU,50739,0.129150390625,-0.17333984375,0.965576171875,0.0007989483419805765,0.008255799300968647,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.279,IMU,50750,0.119873046875,-0.174072265625,0.96435546875,-0.000532632227987051,0.013049488887190819,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.289,IMU,50760,0.12841796875,-0.178955078125,0.96630859375,-0.0018642127979546785,0.007723167072981596,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.299,IMU,50769,0.122802734375,-0.171630859375,0.959228515625,0.0007989483419805765,0.011984225362539291,-0.009587380103766918,,,,,,,,,,,,,,
2026-04-23T13:17:46.309,IMU,50780,0.126953125,-0.173583984375,0.966064453125,-0.001065264455974102,0.007723167072981596,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.319,IMU,50790,0.122802734375,-0.17578125,0.957275390625,-0.0013315805699676275,0.012516857124865055,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.329,IMU,50799,0.123779296875,-0.170654296875,0.9599609375,0.000532632227987051,0.007989482954144478,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.338,IMU,50810,0.129638671875,-0.174560546875,0.95654296875,-0.0013315805699676275,0.007190534844994545,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.349,IMU,50819,0.121826171875,-0.167724609375,0.9580078125,-0.0013315805699676275,0.013049488887190819,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.359,IMU,50829,0.129150390625,-0.173095703125,0.961181640625,-0.0029294772539287806,0.006924218963831663,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.368,IMU,50840,0.125732421875,-0.1650390625,0.952392578125,0.0002663161139935255,0.010386328212916851,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.379,IMU,50849,0.1328125,-0.16650390625,0.9638671875,-0.002130528911948204,0.006391586735844612,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.389,IMU,50860,0.13427734375,-0.173828125,0.95751953125,-0.002663161139935255,0.009321063756942749,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.398,IMU,50869,0.12744140625,-0.162353515625,0.959228515625,0.0029294772539287806,0.009321063756942749,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.409,IMU,50880,0.14013671875,-0.16455078125,0.964111328125,0.0013315805699676275,0.0029294772539287806,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.419,IMU,50889,0.13623046875,-0.166015625,0.9609375,-0.003195793367922306,0.01438106968998909,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.428,IMU,50900,0.130126953125,-0.1728515625,0.965576171875,-0.0002663161139935255,0.012516857124865055,-0.013315805234014988,,,,,,,,,,,,,,
2026-04-23T13:17:46.439,IMU,50910,0.136962890625,-0.172607421875,0.965576171875,0.0018642127979546785,0.008255799300968647,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.449,IMU,50919,0.134521484375,-0.168701171875,0.964599609375,0.0007989483419805765,0.011185276322066784,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.459,IMU,50930,0.13720703125,-0.177734375,0.9658203125,-0.003728425595909357,0.011717909015715122,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.469,IMU,50939,0.12548828125,-0.173828125,0.9609375,-0.001065264455974102,0.015446334145963192,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.479,IMU,50950,0.1279296875,-0.17236328125,0.965087890625,-0.0002663161139935255,0.00905474741011858,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.489,IMU,50960,0.13037109375,-0.174560546875,0.9619140625,-0.003728425595909357,0.012250540778040886,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.499,IMU,50969,0.118408203125,-0.17529296875,0.959716796875,-0.002130528911948204,0.017044231295585632,-0.009853696450591087,,,,,,,,,,,,,,
2026-04-23T13:17:46.509,IMU,50979,0.127197265625,-0.18115234375,0.968505859375,-0.0023968450259417295,0.00905474741011858,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.519,IMU,50989,0.119873046875,-0.171142578125,0.9638671875,0.0007989483419805765,0.013315805234014988,-0.009321063756942749,,,,,,,,,,,,,,
2026-04-23T13:17:46.528,IMU,51000,0.12109375,-0.176513671875,0.9658203125,-0.001597896683961153,0.009853696450591087,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.539,IMU,51009,0.1201171875,-0.178466796875,0.96728515625,-0.00452737370505929,0.011717909015715122,-0.00905474741011858,,,,,,,,,,,,,,
2026-04-23T13:17:46.549,IMU,51020,0.117431640625,-0.171630859375,0.970703125,0.003195793367922306,0.011451592668890953,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.559,IMU,51029,0.126708984375,-0.17138671875,0.9716796875,0.0013315805699676275,0.006657902617007494,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.561,GPS,51032,,,,,,,-6.358659167,107.296484333,0.5741199851036072,0.8600000143051147,20,1,,,,,,,,
2026-04-23T13:17:46.569,IMU,51040,0.12109375,-0.170654296875,0.965087890625,-0.0018642127979546785,0.015446334145963192,-0.009853696450591087,,,,,,,,,,,,,,
2026-04-23T13:17:46.571,GPS,51042,,,,,,,-6.358659167,107.296484333,0.5741199851036072,1.2200000286102295,20,1,,,,,,,,
2026-04-23T13:17:46.579,IMU,51050,0.1201171875,-0.177978515625,0.959716796875,-0.001597896683961153,0.009853696450591087,-0.008788431994616985,,,,,,,,,,,,,,
2026-04-23T13:17:46.589,IMU,51060,0.12451171875,-0.17626953125,0.97021484375,0.002130528911948204,0.00905474741011858,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.599,IMU,51069,0.121337890625,-0.169921875,0.9599609375,0.0034621094819158316,0.010386328212916851,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.609,IMU,51079,0.134765625,-0.17822265625,0.962158203125,-0.001597896683961153,0.006924218963831663,-0.01065264455974102,,,,,,,,,,,,,,
2026-04-23T13:17:46.619,IMU,51090,0.1201171875,-0.174072265625,0.96484375,0.000532632227987051,0.017310546711087227,-0.011984225362539291,,,,,,,,,,,,,,
2026-04-23T13:17:46.629,IMU,51099,0.12939453125,-0.169189453125,0.955322265625,0.004793690051883459,0.001597896683961153,-0.009321063756942749,,,,,,,,,,,,,,
2026-04-23T13:17:46.639,IMU,51109,0.1396484375,-0.172607421875,0.96923828125,0.0018642127979546785,0.007989482954144478,-0.009853696450591087,,,,,,,,,,,,,,
2026-04-23T13:17:46.649,IMU,51120,0.118896484375,-0.168701171875,0.953857421875,-0.0007989483419805765,0.017843179404735565,-0.01091896090656519,,,,,,,,,,,,,,
2026-04-23T13:17:46.659,IMU,51130,0.1357421875,-0.175048828125,0.96484375,-0.001065264455974102,0.0034621094819158316,-0.011185276322066784,,,,,,,,,,,,,,
2026-04-23T13:17:46.669,IMU,51140,0.12744140625,-0.165283203125,0.95751953125,0.0013315805699676275,0.013049488887190819,-0.011451592668890953,,,,,,,,,,,,,,
2026-04-23T13:17:46.675,OBD,51146,,,,,,,,,,,,,0,,,,,,,
2026-04-23T13:17:46.679,IMU,51150,0.129150390625,-0.16552734375,0.964111328125,-0.000532632227987051,0.009321063756942749,-0.010386328212916851,,,,,,,,,,,,,,
2026-04-23T13:17:46.688,IMU,51160,0.131103515625,-0.1708984375,0.95947265625,-0.002663161139935255,0.01065264455974102,-0.011717909015715122,,,,,,,,,,,,,,
2026-04-23T13:17:46.699,IMU,51170,0.123779296875,-0.166259765625,0.960205078125,0.0013315805699676275,0.011185276322066784,-0.012250540778040886,,,,,,,,,,,,,,
2026-04-23T13:17:46.709,IMU,51180,0.135498046875,-0.167724609375,0.96142578125,-0.001597896683961153,0.003994741477072239,-0.011451592668890953,,,,,,,,,,,,,,
