wall_time,mcu_ts_ms,lat,lon,pos_east_m,pos_north_m,speed_ms,speed_kmh,heading_deg
2026-06-15T16:25:20.179,8764,-6.97258767,107.62899167,0.000,0.000,0.0032,0.01,90.00
2026-06-15T16:25:20.189,8774,-6.97258767,107.62899167,0.000,0.000,0.0083,0.03,89.99
2026-06-15T16:25:20.200,8784,-6.97258767,107.62899167,0.000,0.000,0.0127,0.05,89.99
2026-06-15T16:25:20.209,8794,-6.97258767,107.62899167,0.000,0.000,0.0173,0.06,89.98
2026-06-15T16:25:20.219,8804,-6.97258767,107.62899167,0.000,0.000,0.0206,0.07,89.98
2026-06-15T16:25:20.229,8814,-6.97258767,107.62899167,0.001,0.000,0.0275,0.10,89.98
2026-06-15T16:25:20.239,8824,-6.97258767,107.62899168,0.001,0.000,0.0319,0.11,89.97
2026-06-15T16:25:20.249,8834,-6.97258767,107.62899168,0.001,0.000,0.0347,0.12,89.97
2026-06-15T16:25:20.259,8844,-6.97258767,107.62899168,0.002,0.000,0.0387,0.14,89.96
2026-06-15T16:25:20.269,8854,-6.97258767,107.62899168,0.002,0.000,0.0411,0.15,89.96
2026-06-15T16:25:20.279,8864,-6.97258767,107.62899169,0.002,0.000,0.0467,0.17,89.96
2026-06-15T16:25:20.289,8874,-6.97258767,107.62899169,0.003,0.000,0.0519,0.19,89.95
2026-06-15T16:25:20.300,8884,-6.97258767,107.62899170,0.003,0.000,0.0545,0.20,89.95
2026-06-15T16:25:20.310,8895,-6.97258767,107.62899165,-0.002,-0.000,0.0062,0.02,89.94
2026-06-15T16:25:20.320,8905,-6.97258767,107.62899165,-0.002,-0.000,0.0104,0.04,89.94
2026-06-15T16:25:20.331,8916,-6.97258767,107.62899165,-0.001,-0.000,0.0161,0.06,89.94
2026-06-15T16:25:20.342,8926,-6.97258767,107.62899166,-0.001,-0.000,0.0210,0.08,89.93
2026-06-15T16:25:20.352,8936,-6.97258767,107.62899166,-0.001,0.000,0.0238,0.09,89.93
2026-06-15T16:25:20.361,8946,-6.97258767,107.62899166,-0.001,0.000,0.0269,0.10,89.92
2026-06-15T16:25:20.371,8956,-6.97258767,107.62899166,-0.001,0.000,0.0309,0.11,89.92
2026-06-15T16:25:20.603,8966,-6.97258767,107.62899166,-0.000,0.000,0.0365,0.13,89.92
2026-06-15T16:25:20.603,8976,-6.97258767,107.62899167,-0.000,0.000,0.0410,0.15,89.91
2026-06-15T16:25:20.604,8986,-6.97258767,107.62899167,0.000,0.000,0.0442,0.16,89.91
2026-06-15T16:25:20.604,8996,-6.97258767,107.62899167,0.001,0.000,0.0477,0.17,89.90
2026-06-15T16:25:20.604,9006,-6.97258767,107.62899168,0.001,0.000,0.0526,0.19,89.90
2026-06-15T16:25:20.604,9016,-6.97258767,107.62899168,0.002,0.000,0.0582,0.21,89.90
2026-06-15T16:25:20.604,9026,-6.97258767,107.62899169,0.002,0.000,0.0622,0.22,89.89
2026-06-15T16:25:20.605,9036,-6.97258767,107.62899169,0.003,0.000,0.0652,0.23,89.89
2026-06-15T16:25:20.605,9046,-6.97258767,107.62899170,0.003,0.000,0.0682,0.25,89.88
2026-06-15T16:25:20.605,9056,-6.97258767,107.62899170,0.004,0.000,0.0725,0.26,89.88
2026-06-15T16:25:20.605,9066,-6.97258767,107.62899171,0.004,0.000,0.0784,0.28,89.88
2026-06-15T16:25:20.605,9076,-6.97258767,107.62899171,0.005,0.000,0.0822,0.30,89.87
2026-06-15T16:25:20.606,9086,-6.97258767,107.62899172,0.006,0.000,0.0854,0.31,89.87
2026-06-15T16:25:20.606,9096,-6.97258767,107.62899172,0.006,0.000,0.0901,0.32,89.86
2026-06-15T16:25:20.606,9106,-6.97258767,107.62899173,0.007,0.000,0.0951,0.34,89.86
2026-06-15T16:25:20.606,9116,-6.97258767,107.62899174,0.008,0.000,0.0992,0.36,89.86
2026-06-15T16:25:20.606,9126,-6.97258767,107.62899174,0.009,0.000,0.1037,0.37,89.85
2026-06-15T16:25:20.606,9136,-6.97258767,107.62899175,0.009,0.000,0.1059,0.38,89.85
2026-06-15T16:25:20.607,9146,-6.97258767,107.62899176,0.010,0.000,0.1090,0.39,89.84
2026-06-15T16:25:20.607,9156,-6.97258767,107.62899177,0.011,0.000,0.1153,0.41,89.84
2026-06-15T16:25:20.745,9166,-6.97258767,107.62899177,0.012,0.000,0.1192,0.43,89.83
2026-06-15T16:25:20.745,9176,-6.97258767,107.62899178,0.013,0.000,0.1232,0.44,89.83
2026-06-15T16:25:20.745,9186,-6.97258767,107.62899179,0.014,0.000,0.1275,0.46,89.82
2026-06-15T16:25:20.746,9196,-6.97258767,107.62899180,0.015,0.000,0.1309,0.47,89.82
2026-06-15T16:25:20.746,9206,-6.97258767,107.62899181,0.016,0.000,0.1367,0.49,89.82
2026-06-15T16:25:20.746,9216,-6.97258767,107.62899182,0.017,0.000,0.1413,0.51,89.81
2026-06-15T16:25:20.746,9226,-6.97258767,107.62899183,0.018,0.000,0.1444,0.52,89.81
2026-06-15T16:25:20.747,9236,-6.97258767,107.62899184,0.019,0.000,0.1475,0.53,89.80
2026-06-15T16:25:20.747,9246,-6.97258767,107.62899185,0.020,0.000,0.1510,0.54,89.80
2026-06-15T16:25:20.747,9256,-6.97258767,107.62899186,0.021,0.000,0.1563,0.56,89.80
2026-06-15T16:25:20.748,9266,-6.97258767,107.62899187,0.022,0.000,0.1609,0.58,89.79
2026-06-15T16:25:20.748,9276,-6.97258767,107.62899188,0.023,0.000,0.1645,0.59,89.79
2026-06-15T16:25:20.748,9286,-6.97258767,107.62899189,0.024,0.000,0.1683,0.61,89.78
2026-06-15T16:25:20.748,9296,-6.97258767,107.62899190,0.025,0.000,0.1729,0.62,89.78
2026-06-15T16:25:20.749,9306,-6.97258767,107.62899191,0.027,0.000,0.1783,0.64,89.78
2026-06-15T16:25:20.749,9316,-6.97258767,107.62899192,0.028,0.000,0.1820,0.66,89.77
2026-06-15T16:25:20.749,9326,-6.97258767,107.62899193,0.029,0.000,0.1848,0.67,89.77
2026-06-15T16:25:20.751,9336,-6.97258767,107.62899194,0.030,0.000,0.1880,0.68,89.76
2026-06-15T16:25:20.761,9346,-6.97258767,107.62899195,0.032,0.000,0.1924,0.69,89.76
2026-06-15T16:25:20.771,9356,-6.97258767,107.62899196,0.033,0.000,0.1977,0.71,89.76
2026-06-15T16:25:21.000,9366,-6.97258767,107.62899198,0.034,0.000,0.2019,0.73,89.75
2026-06-15T16:25:21.001,9376,-6.97258767,107.62899199,0.035,0.000,0.2053,0.74,89.75
2026-06-15T16:25:21.001,9386,-6.97258767,107.62899152,-0.016,-0.000,0.0052,0.02,89.74
2026-06-15T16:25:21.002,9401,-6.97258767,107.62899152,-0.016,-0.000,0.0129,0.05,89.74
2026-06-15T16:25:21.002,9411,-6.97258767,107.62899152,-0.016,-0.000,0.0166,0.06,89.73
2026-06-15T16:25:21.002,9421,-6.97258767,107.62899153,-0.016,-0.000,0.0194,0.07,89.73
2026-06-15T16:25:21.003,9431,-6.97258767,107.62899153,-0.016,-0.000,0.0226,0.08,89.73
2026-06-15T16:25:21.003,9441,-6.97258767,107.62899153,-0.015,-0.000,0.0277,0.10,89.72
2026-06-15T16:25:21.003,9451,-6.97258767,107.62899153,-0.015,-0.000,0.0327,0.12,89.72
2026-06-15T16:25:21.004,9461,-6.97258767,107.62899153,-0.015,-0.000,0.0367,0.13,89.71
